,pvalue,weighted_pvalue,log2FoldChange
Grb7,0.000337274,0.000429915,1.39070229
Antxr2,2.00E-14,1.86E-14,1.395708351
Gm39323,5.43E-06,6.89E-06,1.404513373
Haspin,3.25E-06,3.22E-06,1.412232599
Trp53i13,9.96E-17,1.28E-16,1.413418165
Rab3d,1.23E-11,9.61E-12,1.413999699
Lxn,3.81E-05,3.74E-05,1.418385232
Ttc39b,2.15E-07,1.37E-07,1.419694648
Fndc3a,2.58E-13,3.33E-13,1.419726318
Ctla2b,0.000225331,0.000286002,1.419863627
Prmt2,1.93E-11,1.18E-11,1.419929205
Slc2a3,3.07E-21,2.93E-21,1.423497824
Foxf1,0.005240295,0.004386319,1.423807218
Lzts1,0.000965714,0.00091995,1.4290355
St6galnac6,2.54E-05,3.22E-05,1.42988565
Prr13,2.99E-15,1.85E-15,1.43003922
Stard3nl,3.52E-28,3.22E-28,1.430780148
Reep5,4.70E-17,4.49E-17,1.433108147
Dcxr,0.000428026,0.000424,1.433237049
F2r,1.35E-09,8.38E-10,1.435381391
Ctsd,6.28E-09,3.88E-09,1.436410075
Pilrb1,0.003535231,0.00602431,1.441537403
Dok4,0.000489894,0.000533717,1.441569921
Aifm2,0.001277093,0.001310479,1.442623338
Stx11,6.37E-06,4.99E-06,1.443397392
Sdcbp2,1.15E-08,1.18E-08,1.449223377
Exoc3l,1.48E-05,1.52E-05,1.450079147
Gm4070,2.28E-06,2.34E-06,1.451376339
Mfsd2b,0.000362446,0.000501958,1.452794092
Ccdc136,0.004780219,0.013061053,1.455483855
Akap17b,8.50E-06,8.73E-06,1.45626776
Lockd,3.81E-08,3.91E-08,1.457523297
Irf5,0.000697365,0.000888913,1.461659737
Pias3,1.04E-13,1.03E-13,1.463819048
Apold1,0.001349515,0.003687297,1.46443545
Sorbs3,0.000717108,0.000710362,1.474824309
Gm37039,0.001213899,0.00120248,1.47691606
Il12rb2,6.90E-11,6.78E-11,1.47701856
Trim46,0.000161582,0.000165806,1.477549897
Kcnk6,1.22E-05,1.33E-05,1.477687512
Tspan2,0.000289499,0.00027578,1.477999143
Ank,2.25E-15,2.90E-15,1.479524448
Wee1,7.20E-09,7.02E-09,1.484496054
Gm16907,0.000201543,0.000206812,1.486489625
Myo5a,1.34E-13,1.38E-13,1.486703701
Fbxw17,1.10E-16,1.09E-16,1.489999165
Pter,0.003248626,0.00883852,1.49021453
Tmem151a,0.002859628,0.002832728,1.492320937
Chic1,0.001895234,0.002624742,1.494363145
Spsb1,5.50E-07,5.04E-07,1.495082886
Ybx3,1.97E-16,1.87E-16,1.495976478
Mapre2,6.23E-19,3.87E-19,1.496224304
Mef2b,0.000133004,0.000361863,1.499046357
Pdgfb,1.44E-08,1.56E-08,1.501009207
Galr3,0.002809915,0.004346194,1.513390839
Il18r1,3.86E-11,3.59E-11,1.51772784
Hist1h1c,4.08E-18,2.50E-18,1.517840538
Igsf8,6.36E-16,3.88E-16,1.52212775
D930030I03Rik,0.000546477,0.000637594,1.523492027
Stk32c,0.001039497,0.001066672,1.526960293
Gpaa1,5.14E-27,3.18E-27,1.52883391
Trim36,1.29E-06,7.87E-07,1.52929789
Dzank1,0.003426961,0.005112497,1.533309334
B4galt4,6.81E-06,5.70E-06,1.535386996
Rgs2,4.88E-17,4.23E-17,1.53767524
Atxn1,1.23E-08,1.26E-08,1.547128903
Srxn1,0.004075876,0.004182429,1.547456095
Cass4,0.001378739,0.00136577,1.550745658
Serpina3g,0.000399055,0.000463399,1.551873118
Acsbg1,3.39E-21,3.94E-21,1.557516834
Gzma,0.000824956,0.00078691,1.560603034
Gnaq,8.84E-08,7.40E-08,1.561123012
Ncald,0.000453605,0.000415118,1.56477179
Angptl4,1.37E-06,1.50E-06,1.565391874
Hip1r,1.30E-11,8.01E-12,1.569979268
Pbx3,6.12E-05,6.07E-05,1.570271829
Mcub,0.000222706,0.000282671,1.576071844
Fmo1,0.003890384,0.010584549,1.58536969
Optn,9.84E-06,9.38E-06,1.586943597
Gm34794,7.19E-05,0.0001226,1.587344923
Prss30,1.85E-06,1.89E-06,1.593014529
Zbtb42,7.43E-07,9.42E-07,1.598184464
Eea1,1.89E-07,1.87E-07,1.599356163
Fam110a,6.21E-20,6.12E-20,1.599512925
Ctnna1,1.57E-19,1.44E-19,1.600876625
Foxd2,5.29E-07,5.43E-07,1.601638724
Hist1h2bg,2.65E-05,2.52E-05,1.605855363
Prr5,0.00014747,0.000204234,1.606288707
Ctxn1,7.89E-05,8.59E-05,1.611527653
Spire1,0.000364564,0.000996102,1.617194179
Foxred2,4.49E-10,4.41E-10,1.61855604
Cxcr3,5.44E-06,4.72E-06,1.621379859
S100a11,1.14E-14,1.33E-14,1.625954539
Gm16702,0.000548156,0.000458827,1.626391179
Endod1,1.94E-19,1.47E-19,1.628412966
Rhbdf2,4.49E-18,4.28E-18,1.629447226
Abcb10,1.57E-11,1.53E-11,1.629465808
Atf6,2.37E-07,2.17E-07,1.63305703
Sec24d,5.80E-23,5.53E-23,1.638421177
Kif13a,0.000289336,0.000242185,1.639587441
Tnfsf14,1.44E-06,1.37E-06,1.645700366
Zfp382,1.04E-10,1.14E-10,1.646075092
Scara5,0.003299918,0.005426576,1.646517465
Coro2a,2.38E-17,2.76E-17,1.647947608
Soat1,3.45E-10,3.15E-10,1.656631793
Traj26,1.12E-09,1.11E-09,1.660490118
Zfp316,1.21E-05,1.32E-05,1.664623398
Klrc3,0.002015257,0.003034903,1.66504327
CAAA01147332.1,6.60E-09,6.77E-09,1.666683676
Cyp51,3.09E-12,2.33E-12,1.667336809
Ptger4,4.54E-33,2.88E-33,1.671786721
D630039A03Rik,0.002175146,0.002072069,1.672685011
Sccpdh,0.000627345,0.00086882,1.677623057
Gm8250,0.000129575,0.000352533,1.682149593
Anxa2,2.38E-07,1.47E-07,1.684635512
Ube2l6,4.29E-10,4.68E-10,1.685812813
Wdr95,1.01E-07,1.00E-07,1.693881298
Dennd5a,1.12E-11,1.05E-11,1.699700067
Clic4,3.01E-27,2.80E-27,1.701337291
Fuca2,6.73E-20,8.68E-20,1.703468052
Smtn,4.94E-06,4.89E-06,1.71350577
Nqo2,8.59E-16,8.38E-16,1.713616793
Scpep1,8.26E-08,8.06E-08,1.714792859
Mical2,0.000117236,0.000116133,1.715196331
Slc35e4,2.28E-05,2.23E-05,1.718526429
Slc7a5,1.90E-11,1.65E-11,1.726873454
Pkp2,0.001306901,0.002149143,1.727477209
Cdk6,2.04E-09,2.63E-09,1.736405208
Gm6637,0.000224803,0.000614232,1.737366273
Lag3,3.22E-05,4.10E-05,1.73938777
Gm43672,1.18E-11,1.17E-11,1.743103068
Slamf7,3.17E-07,3.02E-07,1.743173982
3110083C13Rik,0.001601316,0.004356694,1.743760109
5430427O19Rik,2.00E-12,1.95E-12,1.746744249
Ctla2a,0.000234136,0.00014522,1.747539079
Kank3,1.85E-05,2.35E-05,1.748312188
Ogfrl1,7.89E-07,8.09E-07,1.754801284
Golim4,7.71E-33,5.81E-33,1.755476513
Abhd4,2.71E-07,2.68E-07,1.757678463
Rasa4,5.88E-18,5.83E-18,1.768714143
Tmem231,5.45E-06,5.19E-06,1.774826596
Numbl,5.04E-06,5.49E-06,1.776561927
Trip10,2.77E-11,2.72E-11,1.778281424
Tmem159,3.45E-05,3.42E-05,1.779613204
Tjp3,1.80E-25,1.60E-25,1.781671033
Sytl2,2.48E-10,2.37E-10,1.784610176
Slc43a3,3.82E-05,4.16E-05,1.796218095
Cercam,5.36E-05,6.80E-05,1.800321359
Tlcd2,0.000158532,0.000151019,1.800600189
Hist1h2bc,1.05E-09,1.34E-09,1.817611552
Trav3-3,2.40E-15,2.36E-15,1.819838276
Dcbld2,6.36E-05,5.33E-05,1.821791856
Hdac11,0.000233777,0.000638752,1.830602388
Tnfrsf13c,2.82E-09,2.89E-09,1.83364335
Dip2a,1.20E-10,1.18E-10,1.834238931
Nptxr,0.001364271,0.002054542,1.836138859
Tbx21,3.54E-05,2.20E-05,1.839874005
Selenon,0.000133532,0.000122249,1.852223521
Npdc1,8.54E-13,1.08E-12,1.852964753
Gabarapl1,2.09E-10,1.64E-10,1.854681277
Oplah,4.52E-11,4.03E-11,1.856857443
Plp2,3.58E-19,3.49E-19,1.864967583
Grina,7.17E-15,6.82E-15,1.868300509
Cd101,3.16E-10,2.89E-10,1.870180139
Lgalsl,1.94E-07,2.11E-07,1.874835042
Cldnd2,0.000129586,0.00035407,1.877934878
Itgb1,1.38E-13,8.47E-14,1.878050847
Myo1d,7.53E-05,7.46E-05,1.88005268
Tgfbr3,1.55E-17,1.42E-17,1.888135274
Fam20a,2.65E-05,2.88E-05,1.906403528
Arhgef39,7.74E-11,8.43E-11,1.907428155
Gm12454,5.45E-06,1.49E-05,1.915110038
Lepr,0.001456407,0.002202662,1.916728921
Zfand4,3.45E-09,3.29E-09,1.916861094
Nol4l,0.000165363,0.000163807,1.916901847
Casp1,2.60E-10,2.58E-10,1.919981035
Mx1,7.38E-11,7.31E-11,1.923402089
Parp16,5.70E-17,5.85E-17,1.933633431
Gm16201,3.98E-05,0.000108258,1.934251755
Gng11,0.001284033,0.001986058,1.941912692
1500009L16Rik,4.55E-10,5.78E-10,1.942836244
Wdr54,0.001770876,0.002641874,1.947031694
Cables1,8.85E-11,8.77E-11,1.949218718
Clec12a,0.001701758,0.001424434,1.95027389
9330179D12Rik,0.000653446,0.001074564,1.953115021
Ctnnal1,0.000140688,0.000139364,1.953740858
Crybg2,4.78E-12,6.06E-12,1.967624227
Cobll1,2.90E-09,1.77E-09,1.969873808
Car2,1.48E-37,1.35E-37,1.971002189
Smim3,9.47E-19,7.42E-19,1.973357999
Gpr135,0.000169683,0.000279036,1.982259728
Ralgds,2.28E-11,2.17E-11,1.983337254
Susd3,2.67E-13,2.44E-13,1.983525422
Pcyox1l,1.52E-09,1.56E-09,1.984096964
Fndc3b,7.63E-06,9.69E-06,1.984298982
Itpripl2,8.37E-07,1.06E-06,1.993101212
Gm37004,0.000115378,0.000196614,1.993161894
Hpse,0.001380534,0.001504028,1.995771132
Plscr1,1.85E-13,1.13E-13,1.995960259
Tub,0.001036881,0.001766926,1.998515996
C77080,3.64E-05,3.05E-05,2.004925196
Cdkl2,7.16E-09,7.80E-09,2.006786489
Cyfip1,0.000135999,0.000121179,2.011269582
Pqlc3,4.77E-25,4.55E-25,2.017367068
Mfsd13a,5.81E-08,5.96E-08,2.020928283
Pls3,0.000392124,0.000427201,2.021890068
Gm8818,2.29E-05,2.91E-05,2.022811668
Rbpj-ps3,0.000118202,0.000182828,2.029546995
Cd44,7.01E-10,4.45E-10,2.035233936
Ahr,1.52E-08,1.39E-08,2.037661016
Gm5127,0.000418281,0.000579285,2.047412251
Arhgap21,8.90E-07,1.13E-06,2.04821938
Klrc2,2.91E-07,2.99E-07,2.055752387
Gm19391,7.43E-05,0.000114878,2.058228589
Ern1,1.44E-07,1.43E-07,2.059171088
Spns2,0.001317049,0.001102418,2.062535385
Vim,2.84E-40,2.46E-40,2.066237037
Snx8,1.44E-09,1.48E-09,2.06811553
Bcl2a1d,2.12E-16,2.17E-16,2.072656033
Gprin3,2.82E-11,2.58E-11,2.072745439
Mlkl,1.25E-07,1.24E-07,2.074276254
B3galt5,0.001555381,0.001974175,2.090318911
Gstm5,0.000939533,0.001601038,2.091039583
Gng2,8.81E-31,1.02E-30,2.092487129
Cd200r1,5.38E-08,6.86E-08,2.097363648
Igsf9b,0.000147877,0.000222697,2.103817304
Ppp1r3e,1.96E-07,2.01E-07,2.104000784
Dock5,6.08E-12,4.77E-12,2.106950443
Stxbp1,2.62E-05,2.19E-05,2.107337398
F730043M19Rik,3.20E-06,3.17E-06,2.115888789
Prdm1,8.01E-12,7.33E-12,2.116048847
Dusp14,1.11E-07,1.10E-07,2.116074887
Gm47585,0.000129949,0.000108772,2.119738821
Matk,5.02E-17,6.47E-17,2.120550936
Vsig10l,2.05E-19,2.61E-19,2.12192206
Ccdc50,1.55E-58,1.48E-58,2.123801292
Anxa1,0.000390841,0.000372816,2.126579889
Dubr,2.03E-25,2.21E-25,2.129423735
Slco4a1,3.33E-18,3.30E-18,2.13582011
Syne3,4.95E-14,4.88E-14,2.135969405
Slc22a15,2.03E-08,2.59E-08,2.140633656
Morrbid,1.16E-09,9.69E-10,2.14505855
Adam19,3.58E-29,2.21E-29,2.147506928
B4galt5,1.09E-21,1.40E-21,2.148050507
Pld2,7.13E-21,6.95E-21,2.14865913
Mt1,2.98E-05,2.95E-05,2.152045252
Gm28884,0.001196198,0.001809122,2.155016236
Rgs16,1.08E-09,1.03E-09,2.165416964
Tcp11l1,0.000315459,0.00047507,2.167790061
Klrc1,0.000260261,0.000160738,2.173485634
Marveld2,5.16E-16,5.03E-16,2.178775805
Irf4,4.34E-13,3.97E-13,2.180632514
Ell2,6.91E-08,6.85E-08,2.184437322
Aplp1,1.62E-20,1.58E-20,2.186159431
Ctla4,6.78E-22,5.87E-22,2.189559974
Kdelc2,5.01E-08,5.46E-08,2.192210347
Il10,4.80E-05,6.65E-05,2.196567574
Gm48236,0.00014638,0.000170786,2.197010038
Gm19587,0.000243578,0.00036682,2.197671473
Chst12,1.35E-33,1.57E-33,2.198886342
Hemk1,4.73E-23,4.65E-23,2.206726232
Ildr1,2.26E-23,1.38E-23,2.210073597
Plekhg3,3.18E-15,3.15E-15,2.212399836
Isg20,3.12E-20,2.85E-20,2.216304032
Zdhhc2,6.09E-06,5.43E-06,2.217995706
Gpr68,2.24E-20,2.13E-20,2.218012395
Id2,3.35E-23,2.08E-23,2.22030181
Rgs1,9.46E-47,5.79E-47,2.226283955
Tnf,1.87E-10,1.82E-10,2.226659987
Olfm1,9.15E-06,7.66E-06,2.23503345
Aldoc,5.63E-05,5.36E-05,2.239218663
Cyb561,0.000160701,0.00015919,2.239449257
Rab39b,0.000119019,0.000323814,2.242535231
Arhgef25,0.000206853,0.000352493,2.246364047
Plpp2,1.36E-05,1.48E-05,2.256761013
Klf8,9.47E-07,1.03E-06,2.25896298
Farp1,1.36E-15,1.73E-15,2.291536862
Bspry,7.19E-10,7.01E-10,2.29560189
Thrb,9.09E-11,9.01E-11,2.301766919
Lgals1,2.25E-30,1.42E-30,2.304951662
Pik3ap1,4.69E-06,4.30E-06,2.312150359
Crybg3,4.02E-13,3.92E-13,2.323946039
Gm6277,0.000157248,0.000183467,2.327803219
Echdc2,3.14E-06,3.00E-06,2.336313435
Ahnak,4.59E-12,2.91E-12,2.337220064
Ptpn13,1.52E-15,1.19E-15,2.342601008
Bcl2l15,3.69E-06,1.01E-05,2.344639082
Ccr2,3.40E-05,3.23E-05,2.34861677
Areg,2.39E-07,6.52E-07,2.348863771
Runx2os2,7.88E-05,0.000109075,2.372758906
Actr3b,2.11E-05,5.75E-05,2.376725963
Ppm1n,8.39E-21,9.14E-21,2.384621955
Slc52a3,1.05E-10,1.04E-10,2.402903409
Pvrig,2.80E-08,3.05E-08,2.410068789
Gpr160,1.64E-13,1.62E-13,2.412384631
Gm47586,2.51E-09,2.45E-09,2.413484885
Slc25a24,2.27E-23,1.39E-23,2.4161544
Glrx,3.22E-30,2.94E-30,2.419045513
Mlf1,1.85E-07,2.02E-07,2.431983866
Tnfsf11,4.75E-11,4.66E-11,2.435559093
Prkcg,0.000410881,0.001117882,2.439068475
Phactr2,8.51E-19,8.73E-19,2.442827793
Dapk2,5.65E-11,5.17E-11,2.455093765
Ly6a,2.40E-28,1.49E-28,2.460343999
Tnfsf9,1.16E-08,1.26E-08,2.474060041
Runx2,3.14E-15,3.00E-15,2.478732349
Smyd1,1.25E-09,1.24E-09,2.485580925
Sqle,5.14E-81,4.70E-81,2.498033875
Tmem205,2.28E-05,6.22E-05,2.50194193
Tppp,4.84E-05,4.61E-05,2.505556869
Arhgef15,0.00063619,0.000962171,2.514277439
Adora2b,6.88E-05,0.000103597,2.5363076
Cd38,6.29E-22,4.93E-22,2.543406417
Gm42921,0.000164409,0.000247594,2.550118318
Arhgef12,3.49E-31,3.40E-31,2.565506155
Tmem163,5.74E-09,7.31E-09,2.56755212
Scn3b,0.000674449,0.001015695,2.56891523
Cd80,1.45E-06,1.84E-06,2.574431614
Ccr5,5.73E-17,5.43E-17,2.578475044
Cep170b,6.16E-18,5.73E-18,2.578649225
Mapkapk3,3.52E-45,2.16E-45,2.590420925
Gm37352,1.94E-14,1.92E-14,2.614329694
Ccl1,0.000301366,0.000819925,2.618657331
Lamc1,1.10E-13,8.66E-14,2.623414504
Emp1,8.28E-06,6.25E-06,2.635216856
Bik,6.94E-16,7.12E-16,2.641384739
Kcnk5,3.58E-07,3.49E-07,2.651461465
Spin4,0.000191623,0.000223573,2.664699439
Chn2,2.37E-13,2.31E-13,2.686926951
Bhlhe40,7.84E-13,4.86E-13,2.690189611
Fasl,6.52E-14,3.99E-14,2.692447674
Acot11,2.33E-16,2.39E-16,2.699476206
Mocos,1.24E-08,1.58E-08,2.705268494
Gdpd5,6.11E-92,3.73E-92,2.70837856
Zc2hc1a,1.22E-05,1.25E-05,2.724592527
Tuba8,2.00E-05,2.99E-05,2.725815782
Gstt1,0.000523183,0.000860352,2.731289259
Gm33699,0.000135811,0.000188087,2.735902771
Klrk1,2.04E-05,1.25E-05,2.736691713
Myadm,8.55E-05,7.62E-05,2.752193718
Fut7,1.47E-09,1.51E-09,2.759859158
Dyrk3,2.21E-05,2.27E-05,2.772905729
Gm5861,4.44E-05,6.71E-05,2.779002725
Sv2c,2.89E-13,3.15E-13,2.782003569
AU020206,2.94E-30,2.69E-30,2.785193371
Atf5,5.09E-08,7.06E-08,2.788932479
Evpl,8.02E-07,7.95E-07,2.792869846
Podxl,0.000160418,0.000222165,2.792921069
Glp1r,5.09E-05,5.04E-05,2.793511839
Cemip2,1.47E-07,1.43E-07,2.801635059
Jaml,3.91E-80,2.48E-80,2.804955288
Trib3,7.29E-14,7.48E-14,2.81716653
Srgap3,2.13E-16,1.78E-16,2.819680357
Atp2b4,1.37E-06,1.41E-06,2.827306039
St14,3.82E-29,3.50E-29,2.883023817
Tnfsf10,4.27E-33,3.35E-33,2.887949838
Gm37648,4.28E-05,6.62E-05,2.890757473
Kif19a,0.000313004,0.000471373,2.900545341
Tcrg-C1,1.10E-12,1.20E-12,2.909804256
Gm28875,8.99E-24,8.90E-24,2.910509867
2210011C24Rik,2.41E-12,2.47E-12,2.925315657
Nrp1,1.25E-22,1.45E-22,2.929350251
Rbpj,2.61E-61,3.37E-61,2.963773518
Thsd7b,9.62E-07,1.12E-06,2.969432476
Gm37529,0.000166073,0.000451835,2.9769511
Swap70,2.60E-17,1.59E-17,2.979714612
Ldlr,2.34E-15,2.14E-15,2.983115026
Lat2,1.19E-11,1.18E-11,2.983398567
Wnt4,6.92E-05,9.58E-05,3.003417151
Anxa4,1.02E-05,9.92E-06,3.008874844
Metrnl,1.83E-07,1.44E-07,3.015066503
Crmp1,3.41E-47,3.04E-47,3.021985986
Entpd1,4.66E-07,4.15E-07,3.02233222
Svip,0.000119724,0.0001803,3.031366905
Hlx,4.37E-06,4.16E-06,3.037130035
Gm11573,4.85E-07,1.32E-06,3.044676596
Gm37881,2.28E-05,3.41E-05,3.059122111
Adgrg3,4.62E-44,4.56E-44,3.075716603
2900041M22Rik,5.08E-07,8.66E-07,3.077028163
Msc,2.16E-05,2.22E-05,3.088798044
Fam129a,3.12E-19,1.98E-19,3.08914609
Adap1,1.12E-27,8.78E-28,3.094510376
Plekhf1,4.02E-15,5.13E-15,3.097422649
Cntn1,0.000272946,0.000411046,3.100441594
Pdcd1,2.64E-18,1.63E-18,3.117679455
Syn1,1.89E-06,1.87E-06,3.146824038
Plscr4,3.00E-05,2.51E-05,3.149628653
Lmna,5.13E-08,3.17E-08,3.171620458
Ier5l,5.01E-42,4.66E-42,3.185267293
Dusp18,4.51E-06,4.30E-06,3.197312718
Plcd1,1.34E-18,1.37E-18,3.200291481
Chac1,7.94E-13,6.64E-13,3.201701126
Gpr55,4.33E-15,4.26E-15,3.209452247
Gcnt1,2.30E-11,2.93E-11,3.229153556
Tbc1d2,9.04E-18,9.28E-18,3.23909998
S100a6,4.64E-10,2.88E-10,3.241535409
Nek6,5.70E-20,5.60E-20,3.242753005
Slc41a2,0.000148487,0.000152369,3.249982435
Hip1,7.66E-07,7.00E-07,3.260761068
Ifng,3.08E-10,2.86E-10,3.27888184
Syngr3,3.29E-05,5.41E-05,3.283864249
Il17rd,0.000104462,0.000144671,3.285401777
Atp1a2,0.000196875,0.000297753,3.294807272
Adamts14,1.71E-39,2.18E-39,3.318798907
43898,9.15E-07,7.66E-07,3.339684913
Gm47705,8.54E-14,2.32E-13,3.36950363
Mdfic,9.96E-35,9.12E-35,3.392917153
Ptprj,1.54E-07,9.42E-08,3.398585754
Dmrt2,4.00E-05,4.67E-05,3.410077594
Hist1h3d,2.91E-06,7.94E-06,3.42104168
Lgals3,2.73E-06,1.67E-06,3.42749588
Capg,1.16E-92,7.14E-93,3.438206268
Il2ra,2.63E-20,2.57E-20,3.438898986
Irak3,9.76E-14,1.24E-13,3.441619042
Spats2,4.11E-24,4.07E-24,3.462124997
Adam8,6.65E-05,6.30E-05,3.462621473
Hpgds,4.60E-34,5.87E-34,3.463862657
Ttc39c,2.32E-12,2.21E-12,3.471169607
Camk2n1,2.34E-26,2.40E-26,3.498926295
Ccl3,2.04E-09,1.99E-09,3.502948112
Soat2,6.19E-25,6.04E-25,3.50897078
L1cam,1.04E-39,9.67E-40,3.511515781
Selenom,2.22E-16,1.86E-16,3.517086655
Xcr1,1.30E-29,1.29E-29,3.555573996
Gm49751,8.60E-45,8.44E-45,3.566704059
Qpct,1.02E-45,9.72E-46,3.569555764
Ccl4,1.22E-23,7.48E-24,3.570298687
Calca,2.43E-12,2.49E-12,3.576800338
Prss16,9.76E-15,1.06E-14,3.618667053
Zfp683,1.45E-23,1.44E-23,3.645178904
Gm16144,2.07E-05,3.20E-05,3.661009117
Litaf,4.87E-10,3.02E-10,3.67392301
Ctnnd2,3.07E-06,8.39E-06,3.707659784
Osbpl3,6.95E-15,6.63E-15,3.717654311
Rai14,6.56E-06,1.12E-05,3.806303193
Ccr8,1.99E-47,1.94E-47,3.81169327
Gpr34,1.81E-19,1.79E-19,3.827241711
Apol9b,4.86E-24,5.29E-24,3.865904749
Ly6g5b,1.34E-26,1.33E-26,3.906341015
Ncmap,4.06E-10,3.40E-10,3.962129738
Ptafr,1.05E-05,1.00E-05,3.966023214
Adrb1,2.37E-25,3.01E-25,4.006277607
S100a4,2.13E-25,2.09E-25,4.018312119
Slc1a4,1.74E-38,1.72E-38,4.020201153
Pde4a,1.61E-32,1.65E-32,4.04498825
Asns,4.43E-28,3.94E-28,4.062357832
Gzmb,2.04E-32,1.29E-32,4.093200677
Cxcr6,1.50E-39,9.29E-40,4.098281638
Cfap126,1.25E-05,1.89E-05,4.116268586
Src,6.13E-18,7.81E-18,4.119619204
Cd244a,3.11E-07,3.97E-07,4.149080419
Col8a2,2.79E-05,4.21E-05,4.160063057
Gm44321,1.87E-05,2.79E-05,4.175165314
Cpd,2.71E-22,1.65E-22,4.180801194
Apol9a,1.43E-11,1.41E-11,4.203593295
Tcrg-V7,1.32E-08,3.61E-08,4.217972995
Socs2,5.70E-22,5.64E-22,4.223820717
2900026A02Rik,7.96E-26,8.17E-26,4.232594276
Specc1,1.38E-06,1.35E-06,4.282931866
Vipr2,1.57E-10,1.71E-10,4.283765444
Dkkl1,5.66E-25,3.45E-25,4.311792509
Dpysl3,7.08E-08,9.80E-08,4.365643714
Wnt10b,1.87E-11,2.59E-11,4.414152375
Cish,1.10E-115,6.76E-116,4.444627416
Osgin1,1.35E-42,1.34E-42,4.498030165
Ptpn3,8.98E-19,9.22E-19,4.515474676
Sult4a1,1.28E-09,1.27E-09,4.595249547
Cmklr1,6.40E-06,1.05E-05,4.602928952
Lrrn2,7.84E-07,2.14E-06,4.620869926
6430571L13Rik,1.37E-09,3.73E-09,4.680517759
Trgv2,1.23E-40,1.20E-40,4.747343981
Tmem171,4.25E-21,4.63E-21,4.780630349
Tcrg-C2,8.82E-64,8.42E-64,4.837422411
AA467197,2.43E-35,2.38E-35,4.841995814
Itgae,1.35E-57,1.17E-57,4.852191813
Gm36723,9.36E-11,9.19E-11,4.918325441
Scn1b,3.34E-07,5.17E-07,4.928604943
Galnt3,6.28E-57,6.19E-57,4.93720333
Tktl1,1.33E-14,1.32E-14,4.949692944
Styk1,3.64E-08,3.97E-08,5.0011791
Cdh1,8.73E-71,5.41E-71,5.039358107
Gm26780,2.80E-32,2.77E-32,5.049468394
Sema6d,1.48E-08,1.44E-08,5.097728805
Trgj2,2.09E-26,1.99E-26,5.148888697
Itsn1,8.42E-49,6.35E-49,5.328325573
Mid2,2.46E-06,6.71E-06,5.372619801
Ppp2r2c,1.98E-41,2.03E-41,5.373880295
Slc38a8,1.84E-06,3.03E-06,5.405823045
Adgrg1,5.39E-76,5.14E-76,5.47650433
Krt83,9.56E-70,1.21E-69,5.533398509
Gzmc,1.01E-06,1.65E-06,5.554448604
Filip1,8.50E-08,2.31E-07,5.743480735
Csf1,6.06E-12,5.54E-12,5.840585305
Hmgcll1,2.63E-07,4.32E-07,5.957783523
Fgl2,3.99E-17,2.45E-17,6.0761237
Tcrg-C3,5.84E-20,5.78E-20,6.19732498
Tcrg-V3,2.97E-10,3.46E-10,6.519484625
Ifitm1,1.56E-12,1.49E-12,6.592747661
Tmem273,4.33E-19,3.62E-19,6.593561409
4933431E20Rik,7.21E-10,1.08E-09,6.693028169
B4galnt4,2.53E-90,2.31E-90,6.703067568
Lingo1,2.57E-10,3.56E-10,6.918345527
Arnt2,4.83E-14,4.95E-14,7.045335617
Msrb3,4.71E-12,1.29E-11,7.787210838
Itga1,1.11E-55,6.87E-56,8.396906253
Gm26614,2.01E-15,2.06E-15,8.522790822
Prph,1.09E-16,1.08E-16,8.89060593
Tjp1,2.47E-37,2.43E-37,10.48193556
Cyp1a1,2.22E-07,3.79E-07,15.65813419
